CV-structure	X_%PULT_Ty	B_%PULT_Ty	B_%APULT_Ty	C_%PULT_Ty	G_%ULT_Ty	G_%PULT_Ty	G_%APULT_Ty	I_%PULT_Ty	I_%APULT_Ty	N_%PULT_Ty	P_%PULT_Ty	R_%PULT_Ty	S_%PULT_Ty	S_%APULT_Ty	S_%PAPULT_Ty	V_%ULT_Ty	V_%PULT_Ty	V_%APULT_Ty	V_%PAPULT_Ty	X_nPULT_Ty	B_nPULT_Ty	B_nAPULT_Ty	C_nPULT_Ty	G_nULT_Ty	G_nPULT_Ty	G_nAPULT_Ty	I_nPULT_Ty	I_nAPULT_Ty	N_nPULT_Ty	P_nPULT_Ty	R_nPULT_Ty	S_nPULT_Ty	S_nAPULT_Ty	S_nPAPULT_Ty	V_nULT_Ty	V_nPULT_Ty	V_nAPULT_Ty	V_nPAPULT_Ty
CVCVCVCVCCVCVCCV	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCVCVCVCCVCVCV	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCVCVCVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
CVCVCVCVCV	100	NA	NA	NA	NA	67.8571428571429	32.1428571428571	NA	NA	NA	NA	NA	79.1666666666667	20.8333333333333	NA	NA	39.0909090909091	54.5454545454545	6.36363636363636	1	NA	NA	NA	NA	19	9	NA	NA	NA	NA	NA	19	5	NA	NA	43	60	7
CVCVCVCVCVCCV	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
CVCVCVCVCVCCVCV	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCVCVCVCVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
CVCVCVCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA
CVCVCVCVCVCVCCV	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCVCVCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	1	NA	NA
CVCVCVCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
CVCVCVCVV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	6	NA	NA
CVCVCVCVVCV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	18	NA	NA	NA	1	NA	NA
CVCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.1219512195122	4.8780487804878	NA	6.25	93.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39	2	NA	1	15	NA	NA
CVCVCVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	5	NA	NA
CVCVCVVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA
CVCVCVVCV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	93.1034482758621	6.89655172413793	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	39	NA	NA	NA	27	2	NA
CVCVCVVCVCV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA
CVCVCVVV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA
CVCVCVVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
CVCVV	NA	NA	NA	NA	NA	77.7777777777778	22.2222222222222	NA	NA	100	NA	NA	91.4285714285714	8.57142857142857	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	14	4	NA	NA	1	NA	NA	32	3	NA	NA	25	NA	NA
CVCVVCCV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	100	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	1	NA	14	NA	NA	NA	15	NA	NA
CVCVVCCVCCV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCVVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	50	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	3	NA
CVCVVCCVCVCCV	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCVVCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA
CVCVVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
CVCVVCV	NA	NA	NA	NA	NA	80	20	NA	NA	NA	NA	NA	93.4426229508197	6.55737704918033	NA	NA	87.9310344827586	12.0689655172414	NA	NA	NA	NA	NA	NA	16	4	NA	NA	NA	NA	NA	57	4	NA	NA	51	7	NA
CVCVVCVCCV	NA	NA	NA	NA	NA	66.6666666666667	33.3333333333333	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	1	NA	NA	NA	3	NA	NA
CVCVVCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA
CVCVVCVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
CVCVVCVCV	NA	NA	NA	NA	NA	45.4545454545455	54.5454545454545	NA	NA	NA	NA	NA	88.8888888888889	11.1111111111111	NA	NA	51.7241379310345	44.8275862068966	3.44827586206897	NA	NA	NA	NA	NA	5	6	NA	NA	NA	NA	NA	8	1	NA	NA	15	13	1
CVCVVCVCVCCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
CVCVVCVCVCCV	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
CVCVVCVCVCV	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	3	NA
CVCVVCVCVV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
CVCVVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	1	NA	NA
CVCVVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	2	NA	NA
CVCVVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	1	NA	NA
CVCVVVCCVCV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCVVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA
CVCVVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA
CVV	NA	100	NA	100	NA	100	NA	100	NA	100	100	NA	100	NA	NA	NA	100	NA	NA	NA	3	NA	2	NA	13	NA	2	NA	8	1	NA	12	NA	NA	NA	10	NA	NA
CVVCC	NA	NA	NA	NA	NA	100	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
CVVCCCV	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	1	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	1	NA	NA
CVVCCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA
CVVCCCVCCVCV	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVVCCCVCCVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
CVVCCCVCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
CVVCCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	83.3333333333333	16.6666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	5	1	NA
CVVCCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA
CVVCCCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA
CVVCCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
CVVCCV	NA	100	NA	100	NA	100	NA	NA	NA	100	100	NA	100	NA	NA	NA	100	NA	NA	NA	6	NA	3	NA	32	NA	NA	NA	7	1	NA	57	NA	NA	NA	33	NA	NA
CVVCCVCCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
CVVCCVCCV	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	27	NA	NA
CVVCCVCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
CVVCCVCCVCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
CVVCCVCCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA
CVVCCVCCVCV	NA	NA	NA	NA	NA	33.3333333333333	66.6666666666667	NA	NA	NA	NA	NA	80	20	NA	NA	18.1818181818182	81.8181818181818	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	4	1	NA	NA	2	9	NA
CVVCCVCCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
CVVCCVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
CVVCCVCCVVCCV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVVCCVCV	NA	NA	NA	NA	NA	91.6666666666667	8.33333333333333	NA	100	100	NA	NA	85.7142857142857	14.2857142857143	NA	NA	74.6031746031746	25.3968253968254	NA	NA	NA	NA	NA	NA	11	1	NA	1	5	NA	NA	18	3	NA	NA	47	16	NA
CVVCCVCVCCV	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	8	NA	NA	NA	5	NA	NA
CVVCCVCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	3	NA
CVVCCVCVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
CVVCCVCVCV	NA	NA	NA	NA	NA	40	60	NA	NA	NA	NA	NA	80	20	NA	NA	37.9310344827586	55.1724137931034	6.89655172413793	NA	NA	NA	NA	NA	2	3	NA	NA	NA	NA	NA	12	3	NA	NA	11	16	2
CVVCCVCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA
CVVCCVCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	66.6666666666667	NA	33.3333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	1
CVVCCVCVCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA
CVVCCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	4	NA	NA
CVVCCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA
CVVCCVCVVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
CVVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	12	NA	NA
CVVCCVVCCV	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	4	NA	NA
CVVCCVVCV	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	100	NA	NA	NA	58.3333333333333	41.6666666666667	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	9	NA	NA	NA	7	5	NA
CVVCCVVCVCV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	2	NA
CVVCCVVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
CVVCV	100	100	NA	100	NA	100	NA	100	NA	100	100	NA	98.7951807228916	1.20481927710843	NA	NA	96.1538461538462	3.84615384615385	NA	1	2	NA	1	NA	44	NA	1	NA	1	1	NA	82	1	NA	NA	50	2	NA
CVVCVCCV	NA	NA	NA	NA	NA	88.8888888888889	11.1111111111111	NA	NA	NA	NA	NA	96.4285714285714	3.57142857142857	NA	NA	80.8510638297872	19.1489361702128	NA	NA	NA	NA	NA	NA	8	1	NA	NA	NA	NA	NA	27	1	NA	NA	38	9	NA
CVVCVCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA
CVVCVCCVCCVCV	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA
CVVCVCCVCV	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	66.6666666666667	33.3333333333333	NA	NA	52.6315789473684	47.3684210526316	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	4	2	NA	NA	10	9	NA
CVVCVCCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA
CVVCVCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	66.6666666666667	33.3333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	2	1	NA
CVVCVCCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
CVVCVCCVV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	NA
CVVCVCCVVCCV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVVCVCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
CVVCVCV	NA	NA	NA	NA	NA	65.3846153846154	34.6153846153846	NA	NA	NA	NA	NA	63.6363636363636	36.3636363636364	NA	NA	68.8172043010753	31.1827956989247	NA	NA	NA	NA	NA	NA	17	9	NA	NA	NA	NA	NA	21	12	NA	NA	64	29	NA
CVVCVCVCCV	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	9	NA	NA	NA	7	NA	NA
CVVCVCVCCVCV	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA
CVVCVCVCV	100	NA	NA	NA	NA	14.2857142857143	85.7142857142857	NA	NA	NA	NA	NA	100	NA	NA	NA	30.5555555555556	58.3333333333333	11.1111111111111	1	NA	NA	NA	NA	1	6	NA	NA	NA	NA	NA	5	NA	NA	NA	11	21	4
CVVCVCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA
CVVCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	66.6666666666667	33.3333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	1	NA	NA
CVVCVCVVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
CVVCVCVVCV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
CVVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	1	NA	NA
CVVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	7	NA	NA
CVVCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA
CVVCVVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
CVVV	NA	NA	NA	NA	NA	100	NA	100	NA	100	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	10	NA	4	NA	1	NA	NA	10	NA	NA	NA	2	NA	NA
CVVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
CVVVCV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	1	NA	NA
CVVVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
CVVVCVCV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
CVVVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	2	NA	NA
CVVVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA
