4lett	%ULT_Ty	%PULT_Ty	%APULT_Ty	%PAPULT_Ty	nULT_Ty	nPULT_Ty	nAPULT_Ty	nPAPULT_Ty
ardu	NA	20	80	NA	NA	1	4	NA
area	25	25	50	NA	1	1	2	NA
arec	NA	100	NA	NA	NA	2	NA	NA
areg	NA	100	NA	NA	NA	1	NA	NA
aren	NA	83.33333333	16.66666667	NA	NA	10	2	NA
ares	NA	100	NA	NA	NA	2	NA	NA
aret	NA	100	NA	NA	NA	2	NA	NA
arez	NA	100	NA	NA	NA	1	NA	NA
arga	NA	NA	100	NA	NA	NA	1	NA
arge	8	72	20	NA	2	18	5	NA
argi	NA	60	40	NA	NA	6	4	NA
argo	NA	92.30769231	7.692307692	NA	NA	12	1	NA
argu	11.11111111	88.88888889	NA	NA	1	8	NA	NA
aria	NA	88.88888889	11.11111111	NA	NA	8	1	NA
arib	NA	100	NA	NA	NA	1	NA	NA
aric	NA	66.66666667	33.33333333	NA	NA	2	1	NA
arid	20	NA	80	NA	1	NA	4	NA
arie	11.11111111	88.88888889	NA	NA	1	8	NA	NA
arig	NA	100	NA	NA	NA	2	NA	NA
arim	NA	100	NA	NA	NA	1	NA	NA
arin	NA	100	NA	NA	NA	1	NA	NA
ario	NA	100	NA	NA	NA	7	NA	NA
aris	5.882352941	35.29411765	58.82352941	NA	1	6	10	NA
arit	NA	25	75	NA	NA	1	3	NA
ariz	NA	100	NA	NA	NA	1	NA	NA
arju	NA	100	NA	NA	NA	1	NA	NA
arka	NA	50	50	NA	NA	1	1	NA
arla	NA	100	NA	NA	NA	1	NA	NA
arle	NA	100	NA	NA	NA	7	NA	NA
arlo	NA	100	NA	NA	NA	1	NA	NA
arma	5.555555556	88.88888889	5.555555556	NA	2	32	2	NA
arme	6.25	75	18.75	NA	1	12	3	NA
armi	12.5	87.5	NA	NA	1	7	NA	NA
armo	NA	80	20	NA	NA	16	4	NA
arna	NA	100	NA	NA	NA	4	NA	NA
arne	NA	100	NA	NA	NA	2	NA	NA
arni	33.33333333	66.66666667	NA	NA	1	2	NA	NA
arno	NA	100	NA	NA	NA	3	NA	NA
arol	NA	100	NA	NA	NA	1	NA	NA
arom	NA	60	40	NA	NA	6	4	NA
aron	NA	100	NA	NA	NA	2	NA	NA
aros	NA	100	NA	NA	NA	1	NA	NA
arpa	NA	100	NA	NA	NA	3	NA	NA
arpe	NA	100	NA	NA	NA	1	NA	NA
arpi	NA	100	NA	NA	NA	8	NA	NA
arqu	NA	100	NA	NA	NA	1	NA	NA
arra	8	70.66666667	20	1.333333333	6	53	15	1
arre	5.479452055	80.82191781	13.69863014	NA	4	59	10	NA
arri	11.76470588	72.94117647	15.29411765	NA	10	62	13	NA
arro	2.816901408	91.54929577	5.633802817	NA	2	65	4	NA
arru	4.761904762	85.71428571	9.523809524	NA	1	18	2	NA
arse	NA	66.66666667	33.33333333	NA	NA	4	2	NA
arsi	33.33333333	66.66666667	NA	NA	1	2	NA	NA
arso	NA	50	50	NA	NA	1	1	NA
arsu	NA	100	NA	NA	NA	2	NA	NA
arta	NA	100	NA	NA	NA	1	NA	NA
arte	NA	76.19047619	23.80952381	NA	NA	16	5	NA
arth	NA	100	NA	NA	NA	1	NA	NA
arti	5.172413793	74.13793103	18.96551724	1.724137931	3	43	11	1
arto	NA	100	NA	NA	NA	3	NA	NA
artr	NA	100	NA	NA	NA	3	NA	NA
artu	NA	100	NA	NA	NA	4	NA	NA
arub	NA	100	NA	NA	NA	1	NA	NA
arve	NA	100	NA	NA	NA	2	NA	NA
arvi	100	NA	NA	NA	1	NA	NA	NA
arza	66.66666667	33.33333333	NA	NA	2	1	NA	NA
arzi	NA	100	NA	NA	NA	5	NA	NA
asae	NA	100	NA	NA	NA	1	NA	NA
asbu	NA	25	75	NA	NA	1	3	NA
asca	NA	75	25	NA	NA	3	1	NA
asce	NA	79.16666667	20.83333333	NA	NA	19	5	NA
asci	2.941176471	79.41176471	17.64705882	NA	1	27	6	NA
asco	6.666666667	71.11111111	22.22222222	NA	3	32	10	NA
ascr	NA	33.33333333	66.66666667	NA	NA	2	4	NA
asen	NA	100	NA	NA	NA	1	NA	NA
ases	25	75	NA	NA	1	3	NA	NA
aset	NA	NA	100	NA	NA	NA	3	NA
asfa	14.28571429	85.71428571	NA	NA	1	6	NA	NA
asfi	NA	71.42857143	28.57142857	NA	NA	5	2	NA
asfo	NA	100	NA	NA	NA	1	NA	NA
asia	NA	42.85714286	57.14285714	NA	NA	3	4	NA
asil	NA	100	NA	NA	NA	2	NA	NA
asim	12.5	37.5	50	NA	1	3	4	NA
asin	NA	28.57142857	71.42857143	NA	NA	2	5	NA
asma	NA	40	60	NA	NA	2	3	NA
a'so	NA	NA	100	NA	NA	NA	1	NA
asoc	NA	100	NA	NA	NA	1	NA	NA
asol	NA	NA	100	NA	NA	NA	4	NA
asor	100	NA	NA	NA	1	NA	NA	NA
aspa	16.66666667	50	33.33333333	NA	1	3	2	NA
aspe	9.259259259	72.22222222	18.51851852	NA	5	39	10	NA
aspi	14.28571429	66.66666667	19.04761905	NA	3	14	4	NA
aspo	NA	91.66666667	8.333333333	NA	NA	11	1	NA
aspr	NA	100	NA	NA	NA	12	NA	NA
asqu	NA	100	NA	NA	NA	1	NA	NA
assa	6.25	87.5	6.25	NA	4	56	4	NA
asse	6.299212598	83.46456693	10.23622047	NA	8	106	13	NA
assi	4.285714286	76.42857143	19.28571429	NA	6	107	27	NA
asso	2.649006623	80.13245033	17.21854305	NA	4	121	26	NA
assu	10.20408163	57.14285714	30.6122449	2.040816327	5	28	15	1
asta	NA	100	NA	NA	NA	6	NA	NA
aste	9.090909091	72.72727273	18.18181818	NA	2	16	4	NA
asti	10	90	NA	NA	1	9	NA	NA
asto	12.5	62.5	25	NA	1	5	2	NA
astr	1.724137931	58.62068966	39.65517241	NA	1	34	23	NA
astu	NA	100	NA	NA	NA	11	NA	NA
atal	NA	100	NA	NA	NA	2	NA	NA
atam	NA	100	NA	NA	NA	1	NA	NA
atan	50	50	NA	NA	1	1	NA	NA
atar	NA	100	NA	NA	NA	1	NA	NA
atav	NA	NA	100	NA	NA	NA	3	NA
ate'	100	NA	NA	NA	1	NA	NA	NA
atei	NA	100	NA	NA	NA	1	NA	NA
atel	NA	100	NA	NA	NA	1	NA	NA
atem	NA	100	NA	NA	NA	1	NA	NA
aten	NA	100	NA	NA	NA	6	NA	NA
ateo	NA	NA	100	NA	NA	NA	2	NA
ater	NA	50	50	NA	NA	1	1	NA
ates	NA	100	NA	NA	NA	1	NA	NA
athe	NA	100	NA	NA	NA	1	NA	NA
atip	NA	NA	100	NA	NA	NA	2	NA
atla	NA	54.54545455	45.45454545	NA	NA	6	5	NA
atle	NA	55.55555556	44.44444444	NA	NA	5	4	NA
atmo	NA	33.33333333	66.66666667	NA	NA	2	4	NA
atol	NA	100	NA	NA	NA	1	NA	NA
atom	NA	33.33333333	66.66666667	NA	NA	3	6	NA
aton	25	25	50	NA	1	1	2	NA
atos	NA	NA	100	NA	NA	NA	1	NA
atra	NA	100	NA	NA	NA	3	NA	NA
atre	NA	100	NA	NA	NA	1	NA	NA
atri	NA	75	25	NA	NA	3	1	NA
atro	12.5	87.5	NA	NA	1	7	NA	NA
atta	7.407407407	74.07407407	18.51851852	NA	4	40	10	NA
atte	6.015037594	70.67669173	22.55639098	0.751879699	8	94	30	1
atti	7.058823529	71.76470588	21.17647059	NA	6	61	18	NA
atto	4.545454545	72.72727273	22.72727273	NA	1	16	5	NA
attr	4.807692308	81.73076923	13.46153846	NA	5	85	14	NA
attu	8.333333333	80.55555556	8.333333333	2.777777778	3	29	3	1
atu'	100	NA	NA	NA	1	NA	NA	NA
atze	NA	100	NA	NA	NA	2	NA	NA
auda	NA	100	NA	NA	NA	4	NA	NA
audi	NA	85.71428571	14.28571429	NA	NA	12	2	NA
auge	NA	100	NA	NA	NA	1	NA	NA
augi	NA	100	NA	NA	NA	1	NA	NA
augu	3.125	68.75	25	3.125	1	22	8	1
aula	NA	100	NA	NA	NA	2	NA	NA
aule	NA	100	NA	NA	NA	2	NA	NA
auli	NA	NA	100	NA	NA	NA	3	NA
aulu	NA	100	NA	NA	NA	1	NA	NA
aume	10.34482759	58.62068966	31.03448276	NA	3	17	9	NA
aura	NA	100	NA	NA	NA	1	NA	NA
aure	NA	44.44444444	55.55555556	NA	NA	4	5	NA
auri	11.11111111	88.88888889	NA	NA	1	8	NA	NA
auro	NA	100	NA	NA	NA	4	NA	NA
auru	NA	100	NA	NA	NA	1	NA	NA
ausc	NA	100	NA	NA	NA	1	NA	NA
ausi	NA	100	NA	NA	NA	5	NA	NA
ausp	NA	66.66666667	28.57142857	4.761904762	NA	14	6	1
aust	5.555555556	66.66666667	27.77777778	NA	1	12	5	NA
auta	NA	33.33333333	66.66666667	NA	NA	1	2	NA
aute	11.11111111	44.44444444	44.44444444	NA	1	4	4	NA
auti	NA	75	25	NA	NA	3	1	NA
auto	3.050847458	76.94915254	20	NA	9	227	59	NA
autr	NA	100	NA	NA	NA	2	NA	NA
autu	NA	100	NA	NA	NA	3	NA	NA
aval	NA	90	10	NA	NA	9	1	NA
avam	NA	100	NA	NA	NA	5	NA	NA
avan	5.882352941	76.47058824	17.64705882	NA	2	26	6	NA
avar	NA	100	NA	NA	NA	11	NA	NA
avat	NA	50	50	NA	NA	1	1	NA
aved	100	NA	NA	NA	1	NA	NA	NA
aveg	NA	100	NA	NA	NA	1	NA	NA
avel	NA	100	NA	NA	NA	4	NA	NA
avem	NA	100	NA	NA	NA	1	NA	NA
aven	16.66666667	83.33333333	NA	NA	1	5	NA	NA
aver	5	71.25	23.75	NA	4	57	19	NA
aves	NA	100	NA	NA	NA	2	NA	NA
avet	NA	100	NA	NA	NA	1	NA	NA
avez	NA	100	NA	NA	NA	1	NA	NA
avia	NA	100	NA	NA	NA	6	NA	NA
avic	NA	NA	100	NA	NA	NA	1	NA
avid	16.66666667	16.66666667	66.66666667	NA	1	1	4	NA
avif	NA	100	NA	NA	NA	1	NA	NA
avig	NA	100	NA	NA	NA	3	NA	NA
avio	16.66666667	66.66666667	16.66666667	NA	1	4	1	NA
avir	NA	100	NA	NA	NA	1	NA	NA
avis	NA	100	NA	NA	NA	1	NA	NA
avit	NA	100	NA	NA	NA	1	NA	NA
aviv	100	NA	NA	NA	1	NA	NA	NA
avoc	NA	100	NA	NA	NA	3	NA	NA
avog	NA	100	NA	NA	NA	2	NA	NA
avol	NA	100	NA	NA	NA	1	NA	NA
avon	NA	100	NA	NA	NA	1	NA	NA
avor	NA	100	NA	NA	NA	2	NA	NA
avva	3.125	78.125	18.75	NA	1	25	6	NA
avve	4.166666667	76.19047619	19.64285714	NA	7	128	33	NA
avvi	5.714285714	75.71428571	17.85714286	0.714285714	8	106	25	1
avvo	NA	56.75675676	43.24324324	NA	NA	21	16	NA
ayal	NA	100	NA	NA	NA	1	NA	NA
azal	NA	100	NA	NA	NA	1	NA	NA
azeg	NA	100	NA	NA	NA	1	NA	NA
azer	33.33333333	66.66666667	NA	NA	1	2	NA	NA
azia	100	NA	NA	NA	1	NA	NA	NA
azie	NA	100	NA	NA	NA	5	NA	NA
azim	NA	NA	100	NA	NA	NA	1	NA
azio	NA	90	10	NA	NA	18	2	NA
azna	100	NA	NA	NA	1	NA	NA	NA
azot	NA	100	NA	NA	NA	3	NA	NA
azte	NA	100	NA	NA	NA	2	NA	NA
azul	NA	100	NA	NA	NA	1	NA	NA
azza	4.761904762	80.95238095	14.28571429	NA	1	17	3	NA
azze	9.090909091	86.36363636	4.545454545	NA	2	19	1	NA
azzi	20	80	NA	NA	1	4	NA	NA
azzo	NA	100	NA	NA	NA	4	NA	NA
azzu	NA	72.22222222	27.77777778	NA	NA	13	5	NA
baba	66.66666667	33.33333333	NA	NA	2	1	NA	NA
babb	NA	100	NA	NA	NA	9	NA	NA
babe	NA	100	NA	NA	NA	2	NA	NA
babi	NA	75	25	NA	NA	3	1	NA
babu	NA	100	NA	NA	NA	1	NA	NA
baby	NA	100	NA	NA	NA	3	NA	NA
baca	NA	100	NA	NA	NA	5	NA	NA
bacc	3.846153846	84.61538462	11.53846154	NA	1	22	3	NA
bach	NA	100	NA	NA	NA	4	NA	NA
baci	2.777777778	77.77777778	19.44444444	NA	1	28	7	NA
baco	NA	75	25	NA	NA	3	1	NA
bact	100	NA	NA	NA	1	NA	NA	NA
bada	10	85	5	NA	2	17	1	NA
bade	33.33333333	66.66666667	NA	NA	1	2	NA	NA
badi	20	80	NA	NA	1	4	NA	NA
bado	NA	100	NA	NA	NA	3	NA	NA
badr	NA	100	NA	NA	NA	1	NA	NA
badu	NA	100	NA	NA	NA	1	NA	NA
baff	NA	100	NA	NA	NA	7	NA	NA
baga	NA	100	NA	NA	NA	12	NA	NA
bagd	100	NA	NA	NA	1	NA	NA	NA
bage	100	NA	NA	NA	1	NA	NA	NA
bagg	NA	100	NA	NA	NA	3	NA	NA
bagh	50	50	NA	NA	1	1	NA	NA
bagl	NA	100	NA	NA	NA	3	NA	NA
bagn	3.03030303	72.72727273	24.24242424	NA	1	24	8	NA
bago	NA	100	NA	NA	NA	5	NA	NA
bagu	NA	100	NA	NA	NA	1	NA	NA
baia	NA	83.33333333	16.66666667	NA	NA	5	1	NA
baie	NA	100	NA	NA	NA	1	NA	NA
baio	NA	100	NA	NA	NA	3	NA	NA
bair	NA	100	NA	NA	NA	1	NA	NA
bait	NA	33.33333333	66.66666667	NA	NA	1	2	NA
bala	11.11111111	77.77777778	11.11111111	NA	1	7	1	NA
balb	5.882352941	94.11764706	NA	NA	1	16	NA	NA
balc	8.333333333	58.33333333	33.33333333	NA	1	7	4	NA
bald	7.407407407	92.59259259	NA	NA	2	25	NA	NA
bale	4	80	16	NA	1	20	4	NA
bali	10	60	30	NA	1	6	3	NA
balk	100	NA	NA	NA	1	NA	NA	NA
ball	5	82.5	12.5	NA	2	33	5	NA
baln	NA	75	25	NA	NA	3	1	NA
balo	NA	100	NA	NA	NA	6	NA	NA
bals	NA	16.66666667	83.33333333	NA	NA	1	5	NA
balt	16.66666667	33.33333333	50	NA	1	2	3	NA
balu	14.28571429	71.42857143	14.28571429	NA	1	5	1	NA
balv	NA	100	NA	NA	NA	1	NA	NA
balz	8	88	4	NA	2	22	1	NA
bamb	10.52631579	78.94736842	10.52631579	NA	2	15	2	NA
bana	10	90	NA	NA	1	9	NA	NA
banc	NA	93.75	6.25	NA	NA	30	2	NA
band	7.692307692	80.76923077	11.53846154	NA	2	21	3	NA
bane	NA	100	NA	NA	NA	1	NA	NA
banf	NA	100	NA	NA	NA	1	NA	NA
bang	25	50	25	NA	1	2	1	NA
bani	NA	100	NA	NA	NA	1	NA	NA
bank	NA	100	NA	NA	NA	1	NA	NA
bano	NA	100	NA	NA	NA	1	NA	NA
bant	NA	100	NA	NA	NA	2	NA	NA
baob	100	NA	NA	NA	1	NA	NA	NA
bara	3.448275862	82.75862069	13.79310345	NA	1	24	4	NA
barb	5.454545455	74.54545455	20	NA	3	41	11	NA
barc	5.263157895	89.47368421	5.263157895	NA	1	17	1	NA
bard	8.333333333	91.66666667	NA	NA	1	11	NA	NA
bare	NA	100	NA	NA	NA	9	NA	NA
barg	NA	100	NA	NA	NA	3	NA	NA
bari	NA	85	15	NA	NA	17	3	NA
barl	20	80	NA	NA	1	4	NA	NA
barm	NA	100	NA	NA	NA	1	NA	NA
barn	50	NA	50	NA	1	NA	1	NA
baro	4.761904762	85.71428571	9.523809524	NA	1	18	2	NA
barr	NA	83.87096774	12.90322581	3.225806452	NA	26	4	1
bart	12.5	68.75	18.75	NA	2	11	3	NA
baru	NA	100	NA	NA	NA	5	NA	NA
barz	16.66666667	83.33333333	NA	NA	1	5	NA	NA
basa	NA	81.81818182	18.18181818	NA	NA	18	4	NA
basb	NA	100	NA	NA	NA	1	NA	NA
basc	20	60	20	NA	1	3	1	NA
base	NA	100	NA	NA	NA	7	NA	NA
basi	NA	73.68421053	26.31578947	NA	NA	14	5	NA
bask	NA	100	NA	NA	NA	2	NA	NA
bass	4	88	8	NA	1	22	2	NA
bast	8.510638298	78.72340426	12.76595745	NA	4	37	6	NA
bata	NA	100	NA	NA	NA	3	NA	NA
bati	NA	100	NA	NA	NA	4	NA	NA
batm	NA	100	NA	NA	NA	1	NA	NA
bato	33.33333333	66.66666667	NA	NA	1	2	NA	NA
batt	2.586206897	75	22.4137931	NA	3	87	26	NA
batu	NA	NA	100	NA	NA	NA	1	NA
bauc	NA	100	NA	NA	NA	1	NA	NA
baud	NA	100	NA	NA	NA	2	NA	NA
baul	NA	100	NA	NA	NA	2	NA	NA
baus	NA	NA	100	NA	NA	NA	1	NA
bava	NA	100	NA	NA	NA	5	NA	NA
bave	NA	66.66666667	33.33333333	NA	NA	2	1	NA
bavi	NA	100	NA	NA	NA	1	NA	NA
bavo	NA	100	NA	NA	NA	1	NA	NA
baza	100	NA	NA	NA	1	NA	NA	NA
bazz	NA	37.5	50	12.5	NA	3	4	1
bear	NA	NA	100	NA	NA	NA	1	NA
beat	NA	72.72727273	27.27272727	NA	NA	8	3	NA
be'b	100	NA	NA	NA	1	NA	NA	NA
bebe	50	50	NA	NA	1	1	NA	NA
bebi	NA	100	NA	NA	NA	1	NA	NA
bebo	NA	100	NA	NA	NA	1	NA	NA
becc	7.407407407	92.59259259	NA	NA	2	25	NA	NA
bece	NA	NA	100	NA	NA	NA	2	NA
bech	NA	100	NA	NA	NA	1	NA	NA
beck	NA	100	NA	NA	NA	2	NA	NA
beco	NA	100	NA	NA	NA	1	NA	NA
bede	33.33333333	66.66666667	NA	NA	1	2	NA	NA
bedi	NA	100	NA	NA	NA	1	NA	NA
bedo	50	50	NA	NA	1	1	NA	NA
bedu	NA	100	NA	NA	NA	3	NA	NA
befa	NA	100	NA	NA	NA	1	NA	NA
beff	6.666666667	80	13.33333333	NA	1	12	2	NA
bega	NA	100	NA	NA	NA	2	NA	NA
begh	NA	100	NA	NA	NA	2	NA	NA
bego	NA	100	NA	NA	NA	2	NA	NA
bein	NA	100	NA	NA	NA	1	NA	NA
beir	NA	100	NA	NA	NA	1	NA	NA
bela	NA	100	NA	NA	NA	7	NA	NA
belb	NA	100	NA	NA	NA	1	NA	NA
belc	NA	66.66666667	33.33333333	NA	NA	2	1	NA
bele	NA	100	NA	NA	NA	1	NA	NA
belf	NA	100	NA	NA	NA	1	NA	NA
belg	NA	100	NA	NA	NA	8	NA	NA
beli	NA	80	20	NA	NA	4	1	NA
bell	NA	86.76470588	13.23529412	NA	NA	59	9	NA
belm	NA	100	NA	NA	NA	2	NA	NA
belo	NA	100	NA	NA	NA	1	NA	NA
belp	NA	100	NA	NA	NA	2	NA	NA
belr	NA	100	NA	NA	NA	1	NA	NA
bels	NA	100	NA	NA	NA	1	NA	NA
belt	50	50	NA	NA	2	2	NA	NA
belu	NA	100	NA	NA	NA	2	NA	NA
belv	NA	100	NA	NA	NA	5	NA	NA
belz	100	NA	NA	NA	1	NA	NA	NA
bemo	NA	100	NA	NA	NA	1	NA	NA
bena	NA	100	NA	NA	NA	9	NA	NA
benc	100	NA	NA	NA	1	NA	NA	NA
bend	NA	100	NA	NA	NA	7	NA	NA
bene	5.882352941	77.64705882	16.47058824	NA	5	66	14	NA
benf	NA	100	NA	NA	NA	3	NA	NA
beng	NA	100	NA	NA	NA	5	NA	NA
beni	8.333333333	91.66666667	NA	NA	1	11	NA	NA
benn	NA	83.33333333	16.66666667	NA	NA	5	1	NA
beno	NA	100	NA	NA	NA	1	NA	NA
benp	NA	100	NA	NA	NA	3	NA	NA
bens	25	75	NA	NA	1	3	NA	NA
bent	NA	66.66666667	33.33333333	NA	NA	4	2	NA
benu	NA	100	NA	NA	NA	1	NA	NA
benv	NA	100	NA	NA	NA	8	NA	NA
benz	NA	88.88888889	11.11111111	NA	NA	8	1	NA
beon	NA	100	NA	NA	NA	2	NA	NA
beoz	NA	100	NA	NA	NA	1	NA	NA
bepi	NA	100	NA	NA	NA	1	NA	NA
bepp	NA	100	NA	NA	NA	3	NA	NA
be'r	NA	100	NA	NA	NA	2	NA	NA
bera	NA	100	NA	NA	NA	4	NA	NA
berb	NA	25	75	NA	NA	1	3	NA
berc	NA	100	NA	NA	NA	2	NA	NA
bere	5.128205128	71.79487179	23.07692308	NA	2	28	9	NA
berg	NA	78.57142857	21.42857143	NA	NA	11	3	NA
beri	16.66666667	83.33333333	NA	NA	1	5	NA	NA
berl	13.63636364	86.36363636	NA	NA	3	19	NA	NA
berm	NA	100	NA	NA	NA	2	NA	NA
bern	6.666666667	86.66666667	6.666666667	NA	1	13	1	NA
berr	NA	100	NA	NA	NA	8	NA	NA
bers	7.692307692	92.30769231	NA	NA	1	12	NA	NA
bert	6.896551724	82.75862069	10.34482759	NA	2	24	3	NA
besa	NA	100	NA	NA	NA	1	NA	NA
besc	NA	100	NA	NA	NA	1	NA	NA
beso	NA	100	NA	NA	NA	1	NA	NA
bess	NA	100	NA	NA	NA	1	NA	NA
best	10	85	5	NA	2	17	1	NA
beta	NA	100	NA	NA	NA	4	NA	NA
beti	100	NA	NA	NA	1	NA	NA	NA
betl	NA	100	NA	NA	NA	1	NA	NA
beto	NA	100	NA	NA	NA	1	NA	NA
bets	NA	100	NA	NA	NA	2	NA	NA
bett	7.692307692	69.23076923	23.07692308	NA	1	9	3	NA
betu	NA	66.66666667	33.33333333	NA	NA	2	1	NA
beva	25	75	NA	NA	1	3	NA	NA
beve	25	50	25	NA	1	2	1	NA
bevi	NA	80	20	NA	NA	4	1	NA
bevu	NA	100	NA	NA	NA	1	NA	NA
biac	NA	100	NA	NA	NA	2	NA	NA
biad	NA	100	NA	NA	NA	2	NA	NA
biag	NA	100	NA	NA	NA	8	NA	NA
bial	NA	66.66666667	33.33333333	NA	NA	2	1	NA
bian	NA	100	NA	NA	NA	35	NA	NA
bias	13.33333333	66.66666667	20	NA	2	10	3	NA
biav	NA	100	NA	NA	NA	2	NA	NA
bibb	NA	100	NA	NA	NA	1	NA	NA
bibe	50	50	NA	NA	1	1	NA	NA
bibi	NA	60	40	NA	NA	3	2	NA
bibl	NA	55.55555556	44.44444444	NA	NA	10	8	NA
bica	NA	83.33333333	16.66666667	NA	NA	5	1	NA
bicc	14.28571429	85.71428571	NA	NA	1	6	NA	NA
bice	NA	100	NA	NA	NA	2	NA	NA
bici	NA	62.5	37.5	NA	NA	5	3	NA
bicl	NA	100	NA	NA	NA	1	NA	NA
bico	NA	100	NA	NA	NA	2	NA	NA
bicr	NA	100	NA	NA	NA	1	NA	NA
bida	NA	100	NA	NA	NA	1	NA	NA
bide	40	60	NA	NA	2	3	NA	NA
bidi	NA	100	NA	NA	NA	1	NA	NA
bido	NA	100	NA	NA	NA	2	NA	NA
biec	NA	100	NA	NA	NA	4	NA	NA
biel	NA	100	NA	NA	NA	9	NA	NA
bien	20	80	NA	NA	1	4	NA	NA
bier	NA	100	NA	NA	NA	1	NA	NA
biet	NA	NA	100	NA	NA	NA	1	NA
biff	NA	100	NA	NA	NA	2	NA	NA
bifi	NA	50	50	NA	NA	1	1	NA
bifo	NA	100	NA	NA	NA	5	NA	NA
bifr	NA	100	NA	NA	NA	2	NA	NA
bifu	100	NA	NA	NA	1	NA	NA	NA
biga	20	80	NA	NA	1	4	NA	NA
bigh	NA	100	NA	NA	NA	3	NA	NA
bigi	NA	100	NA	NA	NA	3	NA	NA
bigl	NA	100	NA	NA	NA	9	NA	NA
bign	20	80	NA	NA	1	4	NA	NA
bigo	10	90	NA	NA	1	9	NA	NA
biki	NA	100	NA	NA	NA	1	NA	NA
bila	5.263157895	94.73684211	NA	NA	1	18	NA	NA
bilb	NA	100	NA	NA	NA	3	NA	NA
bile	NA	100	NA	NA	NA	2	NA	NA
bili	NA	85.71428571	14.28571429	NA	NA	6	1	NA
bill	NA	100	NA	NA	NA	1	NA	NA
bilo	25	75	NA	NA	1	3	NA	NA
bimb	NA	100	NA	NA	NA	4	NA	NA
bime	NA	100	NA	NA	NA	3	NA	NA
bimi	NA	100	NA	NA	NA	3	NA	NA
bina	NA	100	NA	NA	NA	6	NA	NA
bind	NA	100	NA	NA	NA	1	NA	NA
bine	NA	100	NA	NA	NA	2	NA	NA
bini	NA	100	NA	NA	NA	1	NA	NA
bino	NA	66.66666667	33.33333333	NA	NA	4	2	NA
binu	NA	100	NA	NA	NA	1	NA	NA
bioa	NA	100	NA	NA	NA	2	NA	NA
bioc	NA	25	75	NA	NA	1	3	NA
biod	25	25	50	NA	1	1	2	NA
bioe	NA	NA	100	NA	NA	NA	1	NA
biof	NA	50	50	NA	NA	1	1	NA
biog	NA	25	75	NA	NA	3	9	NA
bioi	NA	100	NA	NA	NA	2	NA	NA
biol	NA	22.22222222	77.77777778	NA	NA	2	7	NA
biom	NA	50	50	NA	NA	3	3	NA
bion	NA	100	NA	NA	NA	10	NA	NA
biop	NA	40	60	NA	NA	2	3	NA
bior	NA	NA	100	NA	NA	NA	1	NA
bios	NA	50	50	NA	NA	3	3	NA
biot	NA	66.66666667	33.33333333	NA	NA	2	1	NA
bipa	NA	100	NA	NA	NA	2	NA	NA
bipe	NA	66.66666667	33.33333333	NA	NA	2	1	NA
bipo	NA	100	NA	NA	NA	2	NA	NA
bira	NA	100	NA	NA	NA	1	NA	NA
birb	NA	100	NA	NA	NA	4	NA	NA
bire	NA	100	NA	NA	NA	1	NA	NA
biri	12.5	87.5	NA	NA	1	7	NA	NA
birm	NA	100	NA	NA	NA	1	NA	NA
biro	NA	100	NA	NA	NA	3	NA	NA
birr	NA	100	NA	NA	NA	6	NA	NA
bisa	NA	100	NA	NA	NA	4	NA	NA
bisb	8.333333333	58.33333333	33.33333333	NA	1	7	4	NA
bisc	NA	100	NA	NA	NA	13	NA	NA
bise	11.11111111	88.88888889	NA	NA	1	8	NA	NA
bisi	NA	100	NA	NA	NA	3	NA	NA
bisl	NA	100	NA	NA	NA	3	NA	NA
bism	NA	100	NA	NA	NA	1	NA	NA
bisn	NA	100	NA	NA	NA	6	NA	NA
biso	13.33333333	73.33333333	13.33333333	NA	2	11	2	NA
biss	NA	100	NA	NA	NA	5	NA	NA
bist	7.692307692	84.61538462	7.692307692	NA	1	11	1	NA
bite	NA	100	NA	NA	NA	2	NA	NA
biti	NA	100	NA	NA	NA	1	NA	NA
bitn	100	NA	NA	NA	1	NA	NA	NA
bito	100	NA	NA	NA	1	NA	NA	NA
bitt	NA	100	NA	NA	NA	1	NA	NA
bitu	NA	100	NA	NA	NA	1	NA	NA
bium	NA	100	NA	NA	NA	1	NA	NA
biva	NA	75	25	NA	NA	3	1	NA
bivi	NA	100	NA	NA	NA	1	NA	NA
bivo	NA	100	NA	NA	NA	1	NA	NA
bixi	NA	100	NA	NA	NA	1	NA	NA
biza	NA	100	NA	NA	NA	4	NA	NA
bizz	7.142857143	92.85714286	NA	NA	1	13	NA	NA
blan	NA	100	NA	NA	NA	13	NA	NA
blas	NA	100	NA	NA	NA	13	NA	NA
blat	NA	50	50	NA	NA	1	1	NA
bles	NA	100	NA	NA	NA	1	NA	NA
blid	NA	100	NA	NA	NA	1	NA	NA
blim	NA	100	NA	NA	NA	1	NA	NA
blin	NA	100	NA	NA	NA	7	NA	NA
bloc	2.941176471	73.52941176	23.52941176	NA	1	25	8	NA
blon	50	50	NA	NA	1	1	NA	NA
blua	NA	100	NA	NA	NA	2	NA	NA
bluc	NA	100	NA	NA	NA	3	NA	NA
bluf	NA	100	NA	NA	NA	1	NA	NA
blug	NA	100	NA	NA	NA	2	NA	NA
blus	NA	100	NA	NA	NA	2	NA	NA
boal	100	NA	NA	NA	1	NA	NA	NA
boar	NA	100	NA	NA	NA	2	NA	NA
boas	NA	100	NA	NA	NA	1	NA	NA
boat	NA	100	NA	NA	NA	3	NA	NA
